S,E,I,R,H,C,D
2769620.0,181.0,281.00000000000006,9738.000000000002,84.00000000000001,3.0,381.0
2769634.490290067,190.8585573299841,279.0819299199982,9711.818987701592,86.40121504858007,4.079485446059005,381.2695344770105
2769651.1629687236,196.6932221829612,278.976446817526,9686.407388916326,88.10921699316393,5.0340049976226116,381.6167513495177
2769668.6759561477,200.4910459034308,279.8378237941251,9661.653123712977,89.43673579690402,5.872880865243224,382.0324337503764
2769686.363638727,203.2476253356902,281.22936286206215,9637.491801694303,90.55116264490674,6.60820952385637,382.5081991731078
2769703.8895867914,205.4700540292031,282.92249879728956,9613.885257857537,91.54346247188371,7.252526101686214,383.0366139028448
2769721.0834144773,207.41800097446713,284.795732486053,9590.809991002232,92.46395649637715,7.817723487094792,383.61118101872336
2769737.8589151525,209.22516804496635,286.7831054730431,9568.250858287938,93.3410756110612,8.314605248251826,384.2262721144679
2769754.172541105,210.9609914515358,288.84780436481094,9546.197585380634,94.19128568806806,8.752753950077478,384.87703798140006
2769770.0023261462,212.66202933210675,290.96857003686114,9524.642804768224,95.02440264882661,9.14055139614547,385.5593155844137
2769770.0023261462,212.66202933210675,290.96857003686114,9524.642804768224,95.02440264882661,9.14055139614547,385.5593155844137
2769773.8861623546,224.5989102611698,294.26875428841817,9501.669063693034,97.9773593041956,9.329545469072576,386.27020453230676
2769780.0097266305,232.08164328229046,299.0129576018799,9479.846233758362,100.51900913076305,9.534136423312994,386.9962930657415
2769786.6870886474,237.48919376887744,304.3662000769834,9459.107824991303,102.86387882408296,9.747323550864555,387.7384900240611
2769793.101729007,241.9614775822141,309.9514287919611,9439.414886062452,105.10764316407115,9.965525796426716,388.4973094692215
2769798.8457567613,246.05117569575063,315.6091170509751,9420.740899140688,107.29323869967197,10.1867558546887,389.2730566605161
2769803.712716588,250.02319671689006,321.2816268304326,9403.065585282806,109.44115012802582,10.409808031576684,390.0659162767528
2769807.596477724,254.00110925193556,326.9571097254993,9386.37255710532,111.5628457823144,10.633902772832165,390.87599748295054
2769810.440800196,258.03976554369507,332.64262610912726,9370.648502836628,113.66641515517426,10.858529886039749,391.7033601095529
2769812.214015851,262.1613292391422,338.3516321802083,9355.882896285813,115.75871984027691,11.083374124785214,392.5480323046009
