S,E,I,R,H,C,D
2726355.0000000005,328.00000000000006,343.0000000000001,47749.000000000015,10.0,3.0,5500.999999999999
2726514.10459726,406.2535469148605,369.37336246474996,47485.359345275116,9.969091188936561,2.936820329647079,5501.003236557131
2726679.261512673,462.3423014359911,405.3417557012911,47228.00714562885,10.154848839474486,2.886025570925301,5501.006410130566
2726842.2341418955,507.97260523913985,446.39873586384715,46977.985641373845,10.545338376347777,2.853999488129829,5501.009537733663
2726998.8713479214,548.9429293752145,490.3574600456714,46735.85912966831,11.111190473376963,2.8453000623194327,5501.01264241462
2727146.691676453,588.4344253739654,536.2165186097252,46501.95741772938,11.821597998545588,2.8626126063048347,5501.01575117988
2727283.991549616,628.3142282146055,583.6125201390579,46276.50527404903,12.650423221121732,2.9071115754798607,5501.018893125678
2727409.4536952395,669.7407680926862,632.5325506130525,46059.69405754913,13.577921925288086,2.97890848490355,5501.022098027446
2727521.956700923,713.472206825996,683.1557761293043,45851.72188075668,14.59058192315406,3.0774579623463434,5501.025395401946
2727620.4741302026,760.0349777713424,735.7640069034414,45652.81594442014,15.680245943546591,3.201880701677407,5501.028813969745
2727620.4741302026,760.0349777713424,735.7640069034414,45652.81594442014,15.680245943546591,3.201880701677407,5501.028813969745
2727605.916188987,897.5169646254135,800.586100096261,45461.90081789309,18.761047227445843,3.2781810590016263,5501.040700014558
2727607.6086681588,992.6899509853004,879.2525460012428,45283.30117015509,21.656067404983155,3.4385744467050126,5501.053022740645
2727608.6147926906,1068.982859526915,963.9153972840853,45118.239054616075,24.514545551680374,3.667289176806723,5501.06606103671
2727600.2893798077,1137.8912373869641,1051.193990385976,44967.198822838596,27.392523038676572,3.953999678167888,5501.080046737943
2727577.496373194,1205.5391619637599,1139.904166325323,44830.36492916772,30.309154788445035,4.291035475500432,5501.0951789494275
2727536.8221064825,1275.3170601488239,1229.9628946749888,44707.84198307733,33.272064367460004,4.672259614322233,5501.111631489207
2727475.7602068307,1349.142788515705,1321.8214673850725,44599.76527710156,36.288036015847894,5.092666317817087,5501.129557678917
2727392.291651632,1428.1250043870905,1416.165896335436,44506.353317504916,39.36677823025203,5.548257507334959,5501.1490942389255
2727284.649588403,1512.9322624283175,1513.7608387796447,44427.92936582102,42.52157748724881,6.036001993376011,5501.170364913821
2727284.649588403,1512.9322624283175,1513.760838779645,44427.92936582102,42.52157748724881,6.036001993376011,5501.170364913821
2726806.1279207645,1913.2755909014413,1649.447790412923,44369.019770175546,43.294086741694436,6.63855869148831,5501.196282129187
2726371.9948564554,2196.0147944716837,1833.5065818513567,44333.89379523024,45.16803508432925,7.19737511667076,5501.22456159741
2725933.7811717363,2427.4163739189644,2042.9040442361525,44327.79134972605,48.094601554015014,7.75734219569295,5501.255116430261
2725467.3474025764,2639.2608084372546,2267.2345197170885,44353.59265047871,51.9238523683452,8.352743079921842,5501.288023130214
2724958.0658824677,2848.6655271542236,2502.3258463273287,44413.11201741095,56.50003803474189,9.007211517892667,5501.323476865822
2724395.705121075,3065.4906422376544,2747.245762972854,44507.764408788214,61.696474235137615,9.735838726013027,5501.361751734651
2723772.220392172,3295.724939937116,3002.758561611425,44638.920917128446,67.42434682439472,10.547671304189155,5501.403170781869
2723080.6520710383,3543.2268014647434,3270.4963552882446,44808.09810883382,73.6306510299299,11.447926290985453,5501.448085804914
2722314.5155481934,3810.6875161417947,3552.5120039963167,45017.0560440245,80.29229945555286,12.439722642222465,5501.496865286737
