S,E,I,R,H,C,D
2769113.0000000005,462.0,2520.0000000000005,6193.000000000002,1845.0,26.000000000000004,129.00000000000003
2769283.9215702685,259.93589971705404,2233.6804733449335,6810.500364220041,1539.9829804696067,29.167093944017562,130.8116180254793
2769325.0813194797,215.56385738566243,1965.6290915787538,7321.910452821994,1296.3177873528502,30.72110996018975,132.77638140052574
2769321.8656189204,221.93846567005016,1732.45297974781,7746.733280909247,1099.0796263780742,31.12579593875718,134.80423240651427
2769304.2362042274,242.10567325190914,1535.1587025443957,8100.659182336613,938.2840796978535,30.724740693454535,136.83141720951508
2769283.686602318,262.78662559842047,1369.9167883299394,8396.38764303933,806.6339726664697,29.774605423362026,138.81376257516376
2769264.763428659,279.53213610884336,1231.7802308508014,8644.227849337745,698.5076616370915,28.466968038680793,140.72172530921512
2769249.217511901,291.3015439219803,1115.9958476311638,8852.557701189555,609.4468758401684,26.943866174023466,142.53665327358965
2769237.628780682,298.34301297038354,1018.4208851514921,9028.186658755141,535.8633391848972,25.309393846716873,144.24792933159856
2769230.0785987023,301.335608249222,935.598595832235,9176.648343352139,474.84948837771003,23.6385824499996,145.85078294930008
2769230.0785987023,301.335608249222,935.598595832235,9176.648343352139,474.84948837771014,23.6385824499996,145.85078294930008
2769247.98289684,281.7951964353676,862.5130280093266,9299.530472181294,425.44244865338123,23.228522950644102,147.5074348331951
2769261.4194704983,270.7041765470639,796.748911280636,9403.8699557435,383.5677358158165,22.56389375934466,149.12585624835808
2769273.974106867,263.1240015363863,738.4132914182453,9492.304749955656,347.76310406281203,21.729621881493735,150.69112416204362
2769287.1789070023,256.9158505970447,686.9264360600324,9567.0360615487,316.95991215898687,20.789288749311087,152.1935437577667
2769301.7607392916,251.0874537268118,641.488364484331,9629.914588959371,290.3310539219467,19.79046386678039,153.6273356142465
2769318.0664696293,245.18963390868973,601.272115827389,9682.502665352777,267.2110068110327,18.768467288332943,154.9896410375272
2769336.242990449,239.04819068150576,565.5071456800206,9726.121748169977,247.05101713032468,17.74915075379916,156.2797569806092
2769356.3270078264,232.62866085851718,533.5119250466613,9761.890524794739,229.39231622870932,16.751021663975816,157.49854341681666
2769378.2941412954,225.96400597569942,504.7016403694988,9790.756519812523,213.84882820601666,15.786900325368963,158.64796384182793
2769378.2941412954,225.96400597569937,504.7016403694988,9790.756519812523,213.84882820601666,15.786900325368963,158.64796384182793
2769403.525635434,217.80929878490105,478.4587321021991,9814.019315725156,200.16050550101772,14.27051164441358,159.7560006244835
2769430.87992942,209.4716736881838,454.2366006496701,9831.824928267912,187.90035462989144,12.92787888973759,160.75863426029008
2769459.931449791,201.33460851359212,431.7584912046907,9844.719857867838,176.84926836153267,11.738405344164207,161.66791871331844
2769490.47752682,193.51094180562953,410.83348746376095,9853.172019190617,166.8277915559966,10.683760654920304,162.4944722959978
2769522.4198528198,186.00140583444258,391.30719264370754,9857.58586896605,157.69034849832002,9.747693073767094,163.24763794077896
2769555.6983050094,178.77515375718718,373.0430878783362,9858.313864909484,149.31811628043556,8.915842239422792,163.93562969239125
2769590.261560952,171.8017129899794,355.9174108906966,9855.665183783902,141.6129131172329,8.175552622365363,164.56566540105283
2769626.05690694,165.05965876347582,339.8185452224217,9849.912515667613,134.49259425902827,7.515693044902065,165.14408585083126
2769663.028236349,158.53636591371279,324.6471911361914,9841.297516224127,127.88774198212471,6.926487176893919,165.6764609564666
2769663.028236349,158.53636591371279,324.6471911361914,9841.297516224127,127.88774198212471,6.926487176893919,165.6764609564666
2769695.8637417727,156.93223523822377,310.83189426266046,9828.63524229441,121.88146474070453,7.616888473015734,166.23853294663382
2769730.7454289533,153.73101232368217,298.4560416471484,9813.694524372058,116.40122574338395,8.124903622107087,166.84686305656118
2769766.961263333,149.86613695555462,287.0998628812403,9796.700697774531,111.39862643646772,8.484727716937842,167.48868461130047
2769804.166337991,145.7628715623942,276.5339063283402,9777.846539789869,106.81203517169793,8.724662287044108,168.1536465689309
2769842.1898068525,141.6094082239914,266.62015009254895,9757.29677495118,102.58253035249965,8.86794066686516,168.83338854998865
2769880.94121852,137.48652881435717,257.26581804621634,9735.192789216007,98.65889980439937,8.933564199099674,169.52118108061165
2769920.3657499324,133.42833407684685,248.40218309606766,9711.656778992807,94.99827841027692,8.93704781152833,170.2116273521434
2769960.423746262,129.4494661567555,239.97485100492932,9686.795184667193,91.56528255561693,8.891050725318646,170.90041829100448
2770001.08180235,125.55675284509985,231.9391467558656,9660.701471427505,88.33079622806424,8.805897876332553,171.58413217093585
