S,E,I,R,H,C,D
2726355.0000000005,328.00000000000006,343.0000000000001,47749.000000000015,10.0,3.0,5500.999999999999
2726580.0521895816,347.1028931228158,362.9007448699778,47485.05094561892,9.953322509170631,2.936667761351615,5501.003236526803
2726798.2532816525,367.096211298911,383.9204643469277,47225.78896525348,10.050787827613506,2.883880419853172,5501.006409181901
2727008.174555309,389.10952263230195,406.21215842608234,46971.38819802078,10.261048527157516,2.844985657840925,5501.009531398059
2727208.9637462646,413.5384746605187,430.052966632628,46722.046756307034,10.563597756398488,2.821838934003275,5501.012619406623
2727400.0501947855,440.4523510510757,455.7230978862298,46477.99739361729,10.94588273438411,2.8153889380171755,5501.015690939403
2727580.9688041345,469.81526197608395,483.46419251158494,46239.50611628116,11.400790736251997,2.826069840496323,5501.018764462556
2727751.2681594784,501.5887128468049,513.4752718950224,46006.86718723684,11.924759986640172,2.854049732690873,5501.021858757657
2727910.4674841873,535.7705112393185,545.9228502958515,45780.39829480994,12.51648584954127,2.8993808244062085,5501.02499271807
2728058.0384064014,572.4039494056362,580.9540899456894,45560.43718792073,13.176094254655936,2.962086713482378,5501.028185273114
2728058.0384064014,572.4039494056362,580.9540899456894,45560.43718792073,13.176094254655936,2.962086713482378,5501.028185273114
2728234.423003064,574.6545981682576,614.7923151570467,45345.740079106174,15.371282535652282,2.9796309329154735,5501.03909094083
2728394.5611731336,589.8258334039878,645.6774300132012,45137.580219408606,17.245390793138725,3.0597739125955736,5501.0501792311425
2728539.129605463,614.8188672086008,676.3093840117115,44935.613065534904,18.88322392930526,3.1842077416638697,5501.061645997626
2728668.615663364,647.3086973941457,708.4650714956747,44739.833166622026,20.36376036554708,3.3400109658876596,5501.073629669417
2728783.33335334,685.5842643100863,743.2635419235296,44550.45882137884,21.755223318176892,3.518566458580598,5501.0862291379135
2728883.362814857,728.4829591536869,781.3768322775483,44367.8497424415,23.11359134971568,3.714542037214054,5501.099517740672
2728968.547059954,775.2859141508526,823.1937913505794,44192.45153287959,24.48313680853953,3.925010975069983,5501.113553729692
2729038.5222627246,825.6038510310864,868.9380965850105,44024.760660920976,25.89800084903151,4.1487399280045585,5501.128387799716
2729092.755026272,879.2791496097059,918.7479400591367,43865.304034427834,27.384140014506624,4.3856411521469525,5501.144068293846
2729092.755026272,879.2791496097059,918.7479400591367,43865.304034427834,27.38414001450663,4.3856411521469525,5501.144068293846
2729124.6748104054,941.6817375862289,973.2381683156516,43716.14064532639,27.41051687102457,4.691484084513246,5501.162637231229
2729137.227063198,1008.4405328191357,1033.1239852313913,43576.16090407073,27.904046318277235,4.961090364042752,5501.182377807776
2729130.128093838,1079.032870893771,1098.4531394087503,43446.19849837088,28.76970204955159,5.214511415470858,5501.203183823205
2729102.2268735007,1153.8199378585912,1169.2586341217038,43327.061551000064,29.941968797995802,5.466015546870705,5501.225018964446
2729051.544325117,1233.8454931371448,1245.7108240070897,43219.54932250508,31.376312627693878,5.7258255948518935,5501.247896791521
2728975.7340712827,1320.2682427446473,1328.1960770958453,43124.48418359987,33.0441933418998,6.001364919573346,5501.271866786211
2728872.6129278387,1413.8784350659078,1417.2414805123396,43042.74236007156,34.9296164087811,6.298175053223853,5501.29700481039
2728740.02757085,1515.2920685398292,1513.4393243159298,42975.27094803049,37.02609830157454,6.620582908740025,5501.323406804173
2728575.7578037577,1625.071875701875,1617.4161376316256,42923.0966407368,39.33418616622557,6.972170941889941,5501.351184805688
