S,E,I,R,H,C,D
2769620.0,181.0,281.00000000000006,9738.000000000002,84.00000000000001,3.0,381.0
2769634.524773472,190.8275862004538,279.0785842345025,9711.818932753033,86.40110391038976,4.079484949344642,381.2695344701244
2769651.2262647944,196.64241831667533,278.9651693931353,9686.406926867056,88.10847156685641,5.033997910690353,381.6167511312852
2769668.7642507935,200.42770855015877,279.81650543037773,9661.65157060034,89.43468151161102,5.872850804935056,382.0324322794519
2769686.474209101,203.17664155976055,281.19740876305156,9637.488218708035,90.54719712458119,6.6081309037785765,382.5081938000333
2769704.0204807892,205.39465603784592,282.8802095772386,9613.87854208166,91.53714393847652,7.252367732501606,383.0365997938354
2769721.2332475726,207.34027173893213,284.74389726300683,9590.798959550306,92.45502042827715,7.817452512531244,383.61115087568794
2769738.026720611,209.1464006130548,286.72273882198704,9568.234316963748,93.32941630833373,8.314190437967072,384.2262161751767
2769754.3576565576,210.88194559410618,288.7799821117468,9546.17437960207,94.17692379822765,8.752168022457377,384.87694423572617
2769770.204308257,212.58311292409653,290.8943321234505,9524.611853914837,95.00745018460233,9.139772378170598,385.55917013149985
2769770.204308257,212.58311292409655,290.8943321234505,9524.611853914837,95.00745018460233,9.139772378170598,385.55917013149985
2769774.4410642744,224.2186793832793,294.15599749146287,9501.629441972525,97.95624349250949,9.328580873342272,386.26999241618597
2769780.8424376505,231.52613404332078,298.8200084228907,9479.793900557954,100.48861133134665,9.532910231954949,386.9959976558367
2769787.7523254654,236.8331367704185,304.077066170489,9459.035918156325,102.81779384813268,9.7456737911681,387.7380856828015
2769794.371018412,241.249890530183,309.5642449821361,9439.314404287903,105.04046861675658,9.963217858680325,388.49675518667084
2769800.301215691,245.31072280446807,315.12939347646665,9420.60153274074,107.20132656075992,10.183516896532785,389.27229169518824
2769805.3433967694,249.269047640787,320.7182422881349,9402.876470691155,109.32262224588214,10.405361680235917,390.064858539934
2769809.396014936,253.2412935337114,326.3199832184435,9386.12286967504,111.41729815435896,10.627995998310665,390.8745443303248
2769812.4058565805,257.27796750233983,331.94142845847097,9370.32787428415,113.49453199283516,10.850950176426096,391.70139084076976
2769814.343241095,261.39867281536084,337.5951354815676,9355.48167626018,115.56190459496158,11.07395792993054,392.5454116489356
2769814.343241095,261.39867281536084,337.5951354815676,9355.48167626018,115.5619045949616,11.073957929930538,392.5454116489356
2769800.209818554,279.0392664884788,344.77192129753325,9342.228550192642,116.57611947778372,11.71734830907167,393.45697549594394
2769788.096002437,291.3713198305462,353.90260712284027,9329.773110997598,118.14960891084762,12.290219751406141,394.41713075568714
2769775.9499653024,301.2665549659987,363.9623675613868,9318.334465277383,120.2515118308697,12.81404031623919,395.4210945419743
2769762.740062432,310.12819207258065,374.48516585131875,9308.082587167182,122.79261214625951,13.305750435358284,396.46562968244876
2769747.925573854,318.64828733551445,385.2745508832195,9299.145160076916,125.67984218598245,13.777905113381243,397.5486803290292
2769731.2126133684,327.16413277975323,396.26190565620914,9291.617386884249,128.83543249189376,14.2394782199688,398.6690503672473
2769712.431957105,335.8364149220402,407.4366512798027,9285.5711864674,132.2008838304213,14.696754318083084,399.8261518346658
