S,E,I,R,H,C,D
2769620.0,181.0,281.00000000000006,9738.000000000002,84.00000000000001,3.0,381.0
2769634.5584295425,190.79738302343503,279.0752957920821,9711.818878489394,86.40099422222721,4.079484457770894,381.2695344632968
2769651.2872212804,196.59359830203869,278.95421990283387,9686.406474949888,88.10774366800312,5.033990961402691,381.6167509166281
2769668.8487094976,200.36731275343865,279.7959723332994,9661.650061947323,89.43269106067734,5.872821536833667,382.0324308418202
2769686.579646685,203.1091889015287,281.1667890311726,9637.484755646985,90.5433763493167,6.608054772854934,382.5081885751982
2769704.145145636,205.32308368240055,282.8398142514994,9613.872074885572,91.53108034830407,7.252215019235375,383.0365861296402
2769721.3759055682,207.26647120082046,284.6944752745941,9590.788365184539,92.44646888686013,7.8171920506324915,383.61112177737107
2769738.1865033484,209.07155818399363,286.6652404872486,9568.218462869087,93.31828004239638,8.313792687436017,384.22616231405544
2769754.533960063,210.8067713480212,288.71541264820985,9546.152170922243,94.16322356591336,8.751607217583192,384.8768541586255
2769770.3967208355,212.50799904913765,290.8236645113585,9524.58226541871,94.9912917226487,9.139027776786332,385.55903060011235
2769770.3967208355,212.50799904913765,290.8236645113585,9524.58226541871,94.99129172264871,9.139027776786332,385.55903060011235
2769774.975681839,223.85141283173192,294.0477858987899,9501.591579917254,97.93609060516911,9.327659616616641,386.26978919592426
2769781.637303513,230.99691203209196,298.6349519007058,9479.743865273285,100.45951357047562,9.531738728223168,386.9957148778347
2769788.762972848,236.21329052710297,303.8010979761845,9458.967148666068,102.77369463958642,9.744096440566459,387.73769878878227
2769795.571409815,240.5802993479469,309.1963362703797,9439.218365271661,104.97635265935972,9.961011582339236,388.49622493015585
2769801.6756359716,244.6149824194928,314.6750329639271,9420.468503496799,107.11386045331285,10.180424413607373,389.27156014886657
2769806.8823874383,248.56047674271767,320.1857957839307,9402.696244380251,109.21012380896153,10.401123993215148,390.06384771061425
2769811.0940940445,252.52698252427498,325.71865250536825,9385.885295806707,111.27944091954265,10.622377042413921,390.8731570049655
2769814.2601372222,256.56123556321467,331.28014111912705,9370.023238219786,113.33198240883968,10.8437523178234,391.6995129875691
2769816.352551149,260.6805977664818,336.88198681803806,9355.100936250084,115.37598272111214,11.065029423885994,392.54291570113287
2769816.352551149,260.6805977664818,336.88198681803806,9355.100936250084,115.37598272111215,11.065029423885994,392.54291570113287
2769807.4887403282,273.73525514280374,343.50910530375734,9341.75422856231,116.3532127564831,11.705792277423306,393.45366544896694
2769799.4586558016,283.43562336321514,351.4572854511272,9329.149726873664,117.81094656208447,12.274995504990947,394.41276625285934
2769790.76148933,291.78008641340637,360.0879088739533,9317.462406377417,119.70037638908354,12.792444157414794,395.4152882591413
2769780.6400892483,299.71462761796926,369.13774440565356,9306.829365023657,121.94677274164383,13.273680569111058,396.4577201843079
2769768.708045267,307.67042613535307,378.5140634767594,9297.35768493367,124.48165573214716,13.730480813112093,397.5376434229652
2769754.765077386,315.82904526458475,388.1961989356871,9289.132706405297,127.2518571589224,14.171653402483972,398.6534612183562
2769738.7016698904,324.2561919994571,398.18991531619963,9282.224818676874,130.21941975870152,14.60379286991471,399.8041912508723
